0.0 0x 0y 0z 1x 1y 1z 2x 2y 2z 3x 3y 3z 4x 4y 4z 5x 5y 5z 6x 6y 6z 7x 7y 7z 8x 8y 8z 9x 9y 9z 10x 10y 10z 11x 11y 11z 12x 12y 12z 13x 13y 13z 14x 14y 14z 15x 15y 15z 16x 16y 16z 17x 17y 17z 18x 18y 18z 19x 19y 19z 20x 20y 20z 21x 21y 21z 22x 22y 22z 23x 23y 23z 24x 24y 24z 25x 25y 25z 26x 26y 26z 27x 27y 27z 28x 28y 28z 29x 29y 29z 30x 30y 30z 31x 31y 31z 32x 32y 32z 33x 33y 33z 34x 34y 34z 35x 35y 35z 36x 36y 36z 37x 37y 37z 38x 38y 38z 39x 39y 39z 40x 40y 40z 41x 41y 41z 42x 42y 42z 43x 43y 43z 44x 44y 44z 45x 45y 45z 46x 46y 46z 47x 47y 47z 48x 48y 48z 49x 49y 49z 50x 50y 50z 51x 51y 51z 52x 52y 52z 53x 53y 53z 54x 54y 54z 55x 55y 55z 56x 56y 56z 57x 57y 57z 58x 58y 58z 59x 59y 59z 60x 60y 60z 61x 61y 61z 62x 62y 62z 63x 63y 63z 64x 64y 64z 65x 65y 65z 66x 66y 66z 67x 67y 67z 68x 68y 68z 69x 69y 69z 70x 70y 70z 71x 71y 71z 72x 72y 72z 73x 73y 73z 74x 74y 74z 75x 75y 75z 76x 76y 76z 77x 77y 77z 78x 78y 78z 79x 79y 79z 80x 80y 80z 81x 81y 81z 82x 82y 82z 83x 83y 83z 84x 84y 84z 85x 85y 85z 86x 86y 86z 87x 87y 87z 88x 88y 88z 89x 89y 89z 90x 90y 90z 91x 91y 91z 92x 92y 92z 93x 93y 93z 94x 94y 94z 95x 95y 95z 96x 96y 96z 97x 97y 97z 98x 98y 98z 99x 99y 99z;T;
1391186331.853 308.901 232.573 1261 306.011 231.011 0 302.761 230.864 1280 299.805 231.984 1289 297.774 234.061 1294 300.275 234.6 0 303.234 234.433 0 306.217 233.679 0 324.632 229.876 1270 326.949 227.595 1270 330.136 226.477 1270 333.463 226.585 1275 336.292 227.924 1275 333.724 229.164 1270 330.802 229.804 1270 327.718 230.045 1270 307.544 222.386 1261 303.146 221.571 1294 298.372 222.194 1304 295.199 224.168 1309 293.311 226.911 1314 293.927 229.08 1304 296.377 226.981 1299 299.429 225.616 1299 303.684 225.093 1265 308.077 225.292 1261 321.503 219.882 1289 325.853 217.825 1289 331.221 216.875 1289 335.58 217.564 1289 338.901 219.458 1289 339.28 221.85 1284 335.254 220.725 1289 331.144 220.571 1284 326.318 221.481 1280 321.824 223.067 1275 312.748 231.889 1261 312.781 237.527 1261 311.681 242.658 1261 309.234 247.118 1256 310.513 251.284 1252 316.406 251.326 1243 320.618 250.655 1243 327.611 248.466 1252 327.606 243.934 0 323.533 240.603 1261 321.317 236.001 1256 319.907 230.716 0 309.865 261.534 1247 313.347 259.271 1247 317.206 257.787 1247 321.06 258.054 1243 324.64 256.597 1243 330.046 256.39 1256 335.802 256.634 1256 331.445 260.556 1256 327.087 262.807 1252 322.008 264.177 1247 317.217 264.351 1247 313.447 263.518 1243 311.201 261.44 1243 316.007 260.535 1247 321.084 260.103 1243 327.16 258.625 1252 334.095 257.332 1256 327.504 259.532 1252 321.162 261.002 1243 315.804 261.501 1243 292.094 236.108 1299 292.565 243.742 1284 293.262 250.878 1280 295 257.823 1280 297.815 264.746 1275 301.776 270.773 1275 306.273 275.688 1265 311.468 280.127 1280 317.659 283.146 1284 325.002 283.732 1280 332.659 281.817 1280 339.746 278.177 1289 345.677 272.819 0 350.156 266.505 0 352.954 259.265 0 353.892 251.43 0 353.617 243.446 1304 352.566 235.399 1304 350.959 227.021 1294 303.122 232.901 0 330.464 228.434 1270 318.4 247.005 1247 308.106 219.38 1265 303.235 218.512 1304 297.365 219.327 1309 293.124 221.962 1314 290.824 225.17 1319 320.178 217.112 1284 324.905 214.9 1289 331.172 213.803 1289 336.579 214.673 1294 340.402 216.806 1299;1;
1391186331.909 309.823 232.924 0 307.013 231.359 0 303.741 231.117 1289 300.759 232.228 1289 298.821 234.347 1289 301.372 235.164 1289 304.316 235.154 0 307.271 234.352 0 326.837 230.13 1270 328.948 227.763 1275 332.046 226.52 1275 335.334 226.689 1275 338.061 228.082 1280 335.866 229.621 1275 332.971 230.501 1275 329.793 230.662 1275 309.099 222.738 1256 304.44 221.833 1299 299.432 222.204 1299 295.715 224.14 1304 293.268 226.9 1309 294.025 229.017 1299 296.985 226.927 1299 300.454 225.604 1299 304.805 225.275 1284 309.38 225.689 1261 322.93 220.231 1275 327.397 217.942 1284 332.76 216.677 1289 337.201 217.344 1294 340.823 219.04 1289 340.924 221.389 1289 337.013 220.418 1289 332.994 220.287 1289 328.25 221.373 1284 323.711 223.203 1280 314.173 232.226 1265 314.209 237.388 1261 313.291 242.271 1261 311.056 246.562 1256 312.666 250.647 1252 318.701 250.683 1252 322.813 250.086 1247 329.263 248.179 1252 329.52 243.675 1256 325.7 240.332 1256 323.331 235.94 1256 321.799 231.015 0 310.444 261.412 1243 314.307 258.757 1243 318.401 256.886 1247 322.36 257.059 1247 325.881 255.675 1247 331.325 256.025 1252 336.95 257.089 1261 333.015 260.547 1252 328.931 262.693 1252 324.071 263.946 1243 319.166 264.114 1247 314.948 263.328 1247 311.929 261.256 1243 317.607 260.156 1247 323.039 259.6 1243 328.88 258.351 1252 335.344 257.493 1256 329.24 258.99 1252 323.201 260.19 1243 317.59 260.8 1247 290.902 236.152 1299 291.794 243.93 1294 293.275 251.137 1289 295.734 258.439 1280 298.96 265.257 1275 303.473 271.018 1270 308.524 275.178 1270 314.122 278.487 1275 320.458 280.443 1270 327.589 280.56 1270 335.054 278.548 1284 341.598 275.048 1294 347 270.138 0 351.228 264.445 1289 353.828 257.366 0 354.489 249.725 1304 354.117 241.897 1309 353.046 234.214 1309 351.332 226.349 1304 304.139 233.331 0 332.482 228.746 1275 320.376 246.554 1252 309.655 219.735 1275 304.569 218.776 1299 298.494 219.275 1304 293.714 221.809 1314 290.873 224.998 1319 321.397 217.517 1280 326.195 215.077 1289 332.534 213.621 1289 338.137 214.428 1299 342.259 216.307 1299;1;
1391186331.968 311.746 232.814 1270 308.808 231.247 1280 305.386 231.055 1280 302.261 232.187 1284 300.176 234.317 1284 302.93 235.13 1284 306.041 235.086 1280 309.103 234.245 0 328.71 229.903 1275 330.838 227.515 1275 334.009 226.243 1280 337.362 226.347 1284 340.161 227.643 1284 337.966 229.234 1280 335.042 230.165 1275 331.787 230.363 1275 310.868 222.818 1261 305.87 221.927 1299 300.529 222.289 1299 296.676 224.383 1299 294.139 227.283 1304 295.054 229.228 1299 298.114 227.072 1299 301.703 225.692 1299 306.289 225.35 1294 311.087 225.74 1261 324.821 220.295 1270 329.306 217.916 1289 334.641 216.499 1294 339.132 217.149 1299 342.837 218.853 1294 342.806 221.081 1289 338.954 220.184 1289 334.992 220.116 1289 330.292 221.282 1280 325.775 223.16 1275 316.17 232.029 1265 316.528 237.341 1261 315.839 242.294 1261 313.672 246.554 1256 315.393 250.639 1247 321.655 250.574 1243 325.948 249.91 1243 332.15 247.898 1252 332.187 243.413 1261 328.167 240.136 1252 325.611 235.707 1256 323.907 230.682 1270 313.732 261.274 1247 317.545 258.713 1247 321.654 256.834 1243 325.617 257.002 1243 329.027 255.619 1252 334.248 255.892 1252 339.566 256.849 1261 336.087 260.535 1256 332.249 262.941 1256 327.543 264.285 1243 322.542 264.385 1238 318.23 263.419 1243 315.431 261.151 1243 320.93 260.064 1243 326.33 259.481 1243 331.943 258.221 1247 337.853 257.364 1252 332.382 259.167 1252 326.574 260.522 1243 321 261.033 1243 291.705 236.018 1304 293.032 243.908 1294 294.916 251.209 1284 297.808 258.525 1280 301.461 265.2 1275 306.373 270.738 1270 311.701 274.692 1270 317.517 277.882 1261 323.979 279.753 1270 331.19 279.759 1280 338.488 277.505 0 344.598 273.766 0 349.535 268.771 0 353.454 263.077 0 355.83 256.055 0 356.272 248.556 1314 355.735 240.827 1314 354.486 233.292 1309 352.596 225.54 1304 305.806 233.26 1280 334.484 228.426 1275 323.126 246.427 1247 311.342 219.795 1265 305.941 218.859 1299 299.504 219.362 1299 294.534 222.098 1304 291.6 225.441 1314 323.193 217.59 1275 327.974 215.069 1294 334.313 213.433 1294 340.099 214.202 1304 344.361 216.089 1304;1;
1391186332.31 313.226 232.516 0 310.192 230.886 1280 306.635 230.711 1284 303.397 231.889 1289 301.207 234.096 1280 304.105 234.93 1280 307.366 234.857 1280 310.523 233.975 0 330.133 229.623 1275 332.275 227.179 1280 335.515 225.868 1280 338.913 225.964 1284 341.705 227.284 1280 339.541 228.913 1275 336.6 229.871 1275 333.282 230.068 1275 312.45 222.784 1265 307.093 221.927 1294 301.389 222.326 1294 297.358 224.593 1299 294.71 227.668 1299 295.795 229.476 1294 298.942 227.233 1294 302.652 225.775 1299 307.519 225.383 1289 312.579 225.737 1270 326.422 220.364 1275 330.973 217.944 1289 336.322 216.463 1294 340.843 217.154 1299 344.55 218.934 1299 344.345 221.067 1294 340.623 220.165 1294 336.743 220.094 1289 332.053 221.286 1289 327.531 223.169 1275 317.774 231.709 1265 318.363 237.157 1252 317.832 242.158 1256 315.756 246.388 1256 317.59 250.535 1252 324.001 250.357 1247 328.342 249.673 1243 334.177 247.676 1256 334.079 243.163 1256 330.051 239.873 1261 327.39 235.413 1261 325.574 230.289 0 315.836 261.383 1247 319.729 258.78 1243 323.962 256.817 1238 327.988 256.943 1243 331.393 255.549 1247 336.43 255.788 1252 341.475 256.761 1261 338.289 260.574 1256 334.626 263.12 1256 329.996 264.538 1252 324.891 264.656 1243 320.441 263.639 1243 317.704 261.244 1247 323.24 260.07 1238 328.687 259.418 1243 334.151 258.15 1247 339.715 257.326 1256 334.631 259.299 1247 328.985 260.75 1243 323.358 261.253 1238 291.693 235.785 1299 293.331 243.898 1294 295.53 251.485 1284 298.715 259.031 1280 302.684 265.794 1275 307.962 271.311 1275 313.548 275.085 1275 319.606 278.103 1265 326.265 279.774 1270 333.59 279.643 1280 340.712 277.195 1294 346.454 273.321 0 350.962 268.281 0 354.573 262.584 0 356.724 255.471 0 356.99 247.959 0 356.342 240.196 0 354.978 232.683 1309 352.973 224.958 1309 307.082 232.982 1280 335.996 228.096 1275 325.229 246.228 1252 312.845 219.707 1270 307.11 218.813 1299 300.303 219.364 1299 295.123 222.297 1304 292.074 225.82 1314 324.766 217.612 1280 329.59 215.061 1294 335.963 213.352 1294 341.867 214.163 1309 346.169 216.139 1309;1;
1391186332.89 313.694 232.301 1275 310.722 230.744 1280 307.211 230.634 1280 304.013 231.823 1280 301.838 234.005 1280 304.686 234.794 1275 307.917 234.675 1275 311.046 233.781 1275 330.722 229.277 1275 332.849 226.861 1280 336.052 225.57 1284 339.387 225.631 1284 342.135 226.92 1289 339.985 228.531 1280 337.069 229.488 1275 333.784 229.712 1275 313.115 222.809 1270 307.954 221.99 1299 302.513 222.371 1294 298.445 224.453 1294 295.686 227.369 1299 296.677 229.352 1294 299.885 227.236 1294 303.63 225.845 1299 308.343 225.435 1284 313.278 225.735 1275 327.177 220.272 1289 331.53 217.898 1289 336.612 216.42 1294 341.046 216.871 1304 344.712 218.461 1299 344.636 220.676 1294 340.948 219.946 1294 337.1 220.005 1294 332.59 221.208 1289 328.23 223.054 1284 318.357 231.448 1265 318.853 236.9 1256 318.268 241.934 1261 316.203 246.314 1256 318.069 250.446 1252 324.471 250.152 1243 328.79 249.437 1243 334.523 247.49 1252 334.476 242.973 1256 330.572 239.571 1256 327.945 235.108 1256 326.128 229.989 0 316.497 261.917 1252 320.13 259.032 1238 324.271 256.87 1243 328.251 256.907 1252 331.682 255.539 1252 336.518 255.956 1252 341.222 257.286 1265 338.356 261.166 1275 334.898 263.834 1256 330.265 265.371 1256 325.167 265.498 1247 320.847 264.338 1247 318.548 261.706 1252 323.703 260.253 1243 328.903 259.478 1247 334.099 258.353 1252 339.33 257.864 1256 334.617 259.965 1252 329.313 261.434 1247 323.924 261.895 1243 291.678 235.926 1304 293.232 244.093 1294 295.393 251.777 1284 298.556 259.418 1284 302.531 266.271 1275 307.833 271.93 1275 313.446 275.827 1270 319.577 278.891 1261 326.328 280.54 1270 333.719 280.351 1275 340.837 277.808 1289 346.541 273.783 0 350.991 268.552 0 354.523 262.663 0 356.668 255.396 1294 357.055 247.743 0 356.48 239.88 0 355.158 232.283 1309 353.186 224.594 1309 307.641 232.845 1280 336.498 227.749 1280 325.672 246.04 1243 313.552 219.736 1280 308.014 218.879 1299 301.545 219.387 1299 296.394 222.047 1304 293.233 225.371 1314 325.518 217.552 1284 330.152 215.039 1294 336.191 213.327 1294 341.911 213.861 1309 346.156 215.631 1309;1;
1391186332.143 313.732 232.225 1275 310.766 230.66 1280 307.258 230.539 1280 304.059 231.718 1280 301.879 233.892 1280 304.723 234.689 1275 307.953 234.58 1275 311.081 233.696 1275 330.758 229.253 1275 332.891 226.845 1280 336.095 225.564 1284 339.427 225.635 1284 342.17 226.931 1289 340.017 228.535 1280 337.1 229.483 1275 333.817 229.697 1275 313.182 222.737 1261 308.026 221.904 1299 302.588 222.269 1294 298.517 224.337 1294 295.751 227.243 1299 296.736 229.227 1294 299.948 227.122 1294 303.695 225.743 1299 308.406 225.348 1284 313.336 225.662 1275 327.242 220.244 1284 331.599 217.884 1289 336.682 216.422 1289 341.111 216.886 1299 344.77 218.486 1294 344.688 220.7 1294 341.005 219.959 1294 337.16 220.007 1294 332.648 221.195 1284 328.286 223.027 1280 318.394 231.386 1261 318.874 236.836 1252 318.274 241.865 1261 316.198 246.235 1256 318.051 250.371 1252 324.449 250.095 1238 328.768 249.394 1243 334.502 247.465 1252 334.469 242.951 1256 330.577 239.54 1261 327.965 235.072 1261 326.164 229.951 0 316.235 261.683 1247 319.995 258.829 1243 324.222 256.718 1243 328.249 256.763 1252 331.716 255.402 1247 336.628 255.775 1252 341.435 257.063 1265 338.454 260.985 1261 334.929 263.643 1256 330.247 265.16 1256 325.1 265.277 1247 320.708 264.122 1243 318.211 261.509 1247 323.569 260.069 1243 328.898 259.309 1247 334.218 258.162 1252 339.622 257.63 1256 334.752 259.786 1252 329.305 261.265 1247 323.773 261.723 1243 291.72 235.782 1309 293.249 243.948 1294 295.386 251.633 1280 298.524 259.279 1280 302.476 266.139 1275 307.757 271.809 1270 313.356 275.721 1270 319.473 278.801 1261 326.215 280.469 1275 333.601 280.302 1275 340.722 277.782 0 346.434 273.776 0 350.896 268.562 0 354.444 262.688 0 356.609 255.432 0 357.018 247.785 0 356.467 239.926 1309 355.168 232.33 1309 353.22 224.64 1309 307.681 232.75 1280 336.534 227.743 1280 325.661 245.99 1247 313.627 219.668 1280 308.096 218.795 1299 301.63 219.283 1299 296.475 221.926 1304 293.305 225.238 1309 325.592 217.521 1289 330.23 215.023 1289 336.271 213.331 1294 341.985 213.881 1299 346.222 215.663 1309;1;
1391186332.273 312.641 231.851 1275 309.906 230.383 1280 306.607 230.257 1284 303.576 231.349 1284 301.563 233.372 1280 304.095 234.126 1280 307.092 234.041 0 310.1 233.24 1265 329.884 229.089 1280 332.031 226.8 1275 335.199 225.633 1280 338.489 225.74 1284 341.222 227.042 1280 338.931 228.534 1280 335.954 229.384 1275 332.734 229.571 1275 312.287 222.52 1256 307.833 221.668 1294 303.112 221.934 1299 299.306 223.535 1299 296.666 226.009 1299 297.307 228.232 1299 300.328 226.446 1294 303.856 225.31 1299 308.046 225.005 1284 312.489 225.339 1256 326.585 219.98 1275 330.891 217.774 1289 335.959 216.461 1289 340.376 216.79 1294 343.939 218.237 1289 344.059 220.603 1289 340.259 219.898 1289 336.247 219.973 1289 331.7 221.064 1284 327.291 222.78 1275 317.153 231.14 1265 317.014 236.286 1256 315.965 241.191 1261 313.705 245.719 1256 315.257 249.731 1252 321.066 249.592 1247 325.266 248.972 1252 331.515 247.355 1252 331.909 242.939 1252 328.37 239.361 1256 326.179 234.91 0 324.785 229.956 0 313.58 261.707 1247 316.759 258.477 1247 320.601 256.221 1243 324.462 256.254 1247 328.036 254.989 1252 333.018 255.799 1247 337.813 257.692 1256 334.731 261.392 1252 331.101 263.943 1252 326.159 265.448 1243 321.169 265.493 1243 317.299 264.178 1247 315.587 261.44 1243 320.165 259.757 1243 325.042 258.969 1243 330.28 258.115 1243 335.776 258.141 1256 330.733 260.076 1243 325.454 261.361 1243 320.404 261.724 1243 292.809 235.232 1299 293.518 242.952 1294 294.96 250.23 1280 297.417 257.555 1280 300.638 264.376 1275 305.074 270.33 1275 309.96 274.788 1265 315.468 278.372 1261 321.782 280.548 1270 328.963 280.778 1270 336.418 278.651 1280 342.86 274.879 0 348.147 269.666 0 352.318 263.713 0 355.125 256.465 1294 356.252 248.713 0 356.267 240.803 0 355.504 233.046 1309 354.04 225.301 1314 306.947 232.327 1280 335.556 227.724 1275 322.882 245.608 1252 312.959 219.574 1261 308.104 218.663 1294 302.428 219.006 1299 297.619 221.072 1304 294.565 223.915 1309 325.087 217.339 1280 329.724 214.982 1294 335.672 213.467 1294 341.139 213.878 1299 345.19 215.49 1304;1;
1391186332.387 312.225 232.029 1270 309.604 230.608 1275 306.419 230.484 1280 303.484 231.517 1289 301.56 233.438 1280 303.939 234.198 1280 306.81 234.141 0 309.747 233.382 0 329.514 229.358 1270 331.64 227.122 1270 334.768 226.007 1275 338.026 226.108 1275 340.77 227.374 1275 338.429 228.844 1275 335.444 229.668 1275 332.267 229.85 1270 311.831 222.555 1256 307.76 221.672 1294 303.42 221.856 1299 299.797 223.227 1304 297.258 225.493 1299 297.726 227.833 1294 300.632 226.21 1294 304.022 225.207 1294 307.911 224.968 1270 312.068 225.329 1261 326.256 219.987 1280 330.487 217.811 1289 335.491 216.509 1289 339.886 216.756 1289 343.418 218.114 1294 343.657 220.578 1289 339.797 219.915 1289 335.72 220.029 1289 331.206 221.103 1280 326.818 222.789 1275 316.636 231.375 1265 316.265 236.45 1261 315.054 241.387 1256 312.723 246.047 1256 314.148 250.023 1252 319.654 249.977 1247 323.799 249.39 1252 330.28 247.886 1252 330.838 243.491 1261 327.422 239.791 1265 325.404 235.248 0 324.177 230.298 0 312.371 261.939 1243 315.405 258.622 1247 319.125 256.411 1247 322.905 256.48 1247 326.48 255.278 1243 331.598 256.226 1252 336.547 258.318 1252 333.288 262.101 1256 329.559 264.658 1247 324.524 266.124 1238 319.618 266.056 1243 315.92 264.585 1247 314.22 261.736 1243 318.694 259.988 1252 323.477 259.241 1243 328.808 258.501 1243 334.577 258.738 1247 329.27 260.74 1243 323.9 261.968 1238 318.93 262.228 1252 293.647 235.265 1299 294.064 242.803 1289 295.259 249.888 1280 297.473 257.038 1280 300.393 263.784 1275 304.423 269.812 1275 308.935 274.547 1275 314.089 278.426 1280 320.106 280.92 1270 327.107 281.364 1270 334.642 279.418 1275 341.338 275.714 0 346.956 270.484 0 351.399 264.491 0 354.503 257.285 0 355.966 249.513 0 356.244 241.583 1314 355.737 233.727 1309 354.497 225.908 1309 306.723 232.475 0 335.107 228.041 1275 321.74 245.999 1247 312.611 219.65 1261 308.131 218.697 1294 302.86 218.933 1299 298.255 220.728 1309 295.295 223.35 1309 324.795 217.371 1280 329.369 215.042 1294 335.215 213.537 1294 340.572 213.848 1294 344.557 215.359 1299;0;
1391186332.442 312.294 232.021 1270 309.697 230.515 1275 306.548 230.316 1284 303.673 231.338 1294 301.837 233.27 1280 304.1 234.166 0 306.918 234.188 0 309.83 233.432 0 329.503 229.392 1270 331.589 227.061 1270 334.683 225.88 1280 337.918 225.993 1280 340.59 227.307 1280 338.348 228.88 1275 335.418 229.768 1275 332.257 229.944 1270 311.913 222.481 1261 307.835 221.54 1284 303.416 221.676 1299 299.798 223.054 1299 297.292 225.347 1299 297.785 227.723 1299 300.642 226.086 1294 303.99 225.087 1294 307.931 224.876 1275 312.124 225.296 1261 326.134 219.941 1275 330.444 217.688 1289 335.562 216.325 1294 339.949 216.595 1294 343.465 217.966 1294 343.719 220.475 1289 339.877 219.803 1289 335.81 219.899 1289 331.211 221.019 1280 326.75 222.79 1275 316.653 231.538 1265 316.284 236.71 1261 315.104 241.771 1261 312.808 246.44 1256 314.23 250.513 1247 319.681 250.725 1243 323.712 250.163 1247 330.144 248.432 1252 330.719 243.94 1256 327.345 240.219 1261 325.351 235.536 0 324.149 230.485 1265 312.083 261.977 1243 315.451 259.208 1243 319.182 257.309 1243 322.907 257.475 1243 326.417 256.209 1247 331.511 256.867 1252 336.685 258.35 1256 333.043 261.718 1256 329.161 263.9 1247 324.243 265.194 1243 319.519 265.221 1238 315.837 264.114 1243 313.809 261.812 1243 318.67 260.651 1247 323.448 260.122 1238 328.79 259.181 1247 334.836 258.77 1252 329.088 260.18 1247 323.646 261.227 1238 318.705 261.641 1247 293.914 234.809 1299 294.36 242.453 1294 295.572 249.679 1284 297.728 256.971 1280 300.596 263.85 1270 304.654 269.918 1280 309.142 274.54 1280 314.195 278.297 1275 320.084 280.639 1265 326.886 281.039 1270 334.264 279.207 1275 340.961 275.723 0 346.623 270.691 0 351.163 264.884 0 354.363 257.614 0 355.84 249.728 0 356.124 241.684 1314 355.674 233.643 1309 354.496 225.6 1314 306.862 232.406 1280 335.038 228.028 1275 321.718 246.525 1247 312.704 219.522 1261 308.225 218.507 1294 302.87 218.688 1299 298.257 220.497 1304 295.33 223.153 1309 324.671 217.268 1275 329.317 214.862 1289 335.274 213.294 1294 340.61 213.632 1299 344.565 215.155 1299;0;
1391186332.506 312.876 231.744 1280 310.328 230.242 1280 307.219 230.032 1280 304.379 231.034 1280 302.534 232.955 1289 304.814 233.824 1280 307.598 233.848 1280 310.457 233.128 0 329.869 229.294 1270 331.925 227.022 1270 334.964 225.9 1275 338.127 226.052 1280 340.753 227.391 1275 338.535 228.899 1275 335.661 229.731 1275 332.561 229.87 1270 312.645 222.366 1256 308.665 221.393 1299 304.388 221.489 1299 300.76 222.782 1299 298.188 224.999 1299 298.648 227.427 1294 301.559 225.85 1299 304.935 224.896 1294 308.777 224.717 1275 312.87 225.166 1265 326.604 220.016 1270 330.722 217.861 1289 335.603 216.593 1294 339.892 216.828 1289 343.388 218.157 1289 343.667 220.695 1289 339.859 220.042 1289 335.87 220.132 1289 331.444 221.177 1280 327.177 222.849 1270 317.252 231.286 1261 316.877 236.423 1256 315.715 241.433 1261 313.513 246.079 1256 314.967 250.124 1247 320.376 250.283 1252 324.32 249.768 1252 330.571 248.176 1256 331.154 243.717 0 327.869 239.935 1265 325.876 235.299 0 324.634 230.295 1261 313.144 261.875 1243 316.265 258.964 1247 319.858 256.951 1252 323.494 257.113 1247 326.904 255.933 1247 331.758 256.794 1247 336.576 258.563 1252 333.212 261.752 1247 329.524 263.857 1247 324.803 265.084 1238 320.231 265.069 1238 316.674 263.947 1247 315.047 261.628 1243 319.51 260.376 1247 324.025 259.828 1243 329.026 259.061 1243 334.564 258.922 1247 329.289 260.135 1243 324.221 261.068 1238 319.582 261.439 1247 294.389 234.479 1299 294.792 242.14 1294 295.933 249.418 1280 298.056 256.785 1275 300.91 263.728 1270 304.992 269.872 1275 309.528 274.537 1275 314.662 278.291 1275 320.622 280.615 1270 327.434 281.028 1270 334.787 279.215 1275 341.415 275.759 0 346.998 270.741 0 351.445 264.924 0 354.545 257.649 1289 355.938 249.762 0 356.155 241.718 1314 355.624 233.714 1309 354.39 225.778 1309 307.526 232.101 1280 335.299 228.02 1275 322.311 246.189 1256 313.429 219.435 1261 309.049 218.387 1294 303.865 218.516 1299 299.27 220.203 1299 296.277 222.764 1304 325.155 217.356 1280 329.607 215.049 1294 335.301 213.584 1289 340.52 213.876 1294 344.461 215.35 1299;0;
1391186332.638 313.953 231.448 1265 311.32 229.881 1270 308.085 229.653 1280 305.092 230.647 1289 303.089 232.604 1284 305.541 233.455 1280 308.47 233.473 1275 311.438 232.766 1270 331.085 229.217 1275 333.235 226.979 1275 336.388 225.912 1280 339.641 226.117 1280 342.329 227.506 1289 340.01 228.95 1280 337.039 229.714 1275 333.86 229.798 1275 313.759 221.858 1256 309.491 220.843 1294 304.92 220.93 1299 301.177 222.383 1304 298.547 224.764 1299 299.11 227.048 1294 302.099 225.375 1299 305.572 224.371 1294 309.627 224.218 1280 313.908 224.703 1261 328.001 219.738 1284 332.279 217.643 1289 337.296 216.459 1289 341.658 216.915 1294 345.146 218.471 1294 345.235 220.891 1289 341.471 220.075 1289 337.481 220.044 1289 332.977 221.006 1284 328.604 222.59 1280 318.414 230.897 1261 318.112 236.104 1261 316.939 241.083 1261 314.657 245.666 1261 316.102 249.765 1256 321.681 249.789 1243 325.768 249.311 1247 332.016 247.949 1252 332.561 243.486 1252 329.209 239.672 0 327.185 235.032 0 325.949 229.962 1275 314.498 261.845 1243 317.506 258.668 1243 321.182 256.498 1243 324.884 256.685 1238 328.331 255.573 1247 333.15 256.673 1247 337.743 258.857 1247 334.656 262.317 1247 331.064 264.66 1247 326.319 265.929 1243 321.605 265.767 1238 317.959 264.339 1243 316.556 261.6 1243 320.834 260.095 1238 325.412 259.501 1238 330.389 258.908 1243 335.606 259.206 1247 330.74 260.74 1243 325.721 261.739 1238 321.013 261.924 1238 294.661 234.196 1304 295.125 241.994 1294 296.333 249.381 1280 298.547 256.835 1275 301.501 263.809 1280 305.644 269.986 1275 310.274 274.737 1270 315.552 278.627 1261 321.683 281.125 1275 328.743 281.639 1275 336.213 279.744 1284 342.763 276.113 0 348.214 270.973 0 352.552 265.049 0 355.564 257.808 1294 356.923 249.994 1304 357.171 241.985 1299 356.64 234.073 1299 355.396 226.174 1309 308.374 231.741 1280 336.698 228.024 1275 323.617 245.84 1256 314.522 218.896 1261 309.854 217.809 1299 304.321 217.941 1299 299.549 219.833 1304 296.489 222.576 1309 326.581 217.018 1280 331.189 214.78 1284 337.081 213.416 1294 342.48 213.981 1299 346.445 215.714 1304;0;
